PROVIDER-ID,PROVIDER-INFO,PROVIDER-CONTACT,PROVIDER-LOCATION
40490,UGIHH,399-209-9839,46.72620388486999 31.99274373570281
73261,QIHAQ,308-538-7307,-29.83011900406138 16.08047591706061
7724,HVUOVS,469-347-9509,-79.49627949493758 89.97672570915196
40496,VSHVGXJFY,252-176-8613,-56.04485279793109 120.94790120666596
40497,FMSTYAEO,990-603-5159,-52.22132099910203 112.2664375832825
40498,MARCMJTN,480-113-1567,52.10033739187571 94.41345450998338
73268,BFPMCICRP,771-361-5385,-42.3537874606189 99.900315841006
7733,RQYMY,330-427-6390,-7.254850548030234 150.20987854489746
7736,PGXNPYS,852-606-3032,-4.2158171432313765 75.69134002993741
40505,XDLBBVH,724-299-6242,-75.0251208531168 122.60333296710103
73282,LXJIIR,386-335-5462,-7.34773991175237 53.752529009367706
7747,EBWVKRRSI,710-404-2256,-76.37679787638021 160.76201038371065
40516,NUDCYPAD,299-128-8826,17.258075467804503 144.19532961533383
7751,HQSYYYRH,630-203-1655,22.981049085381287 139.9073698329846
73289,HHNUEJS,337-271-7356,27.667786505327626 148.76847792910084
7754,KPOLTFJWN,740-727-7823,30.763366221448663 37.56873575110067
7756,IECBW,335-130-6950,-26.048785010721133 90.537766097277
7758,MVUXP,234-565-4073,-7.848836183738655 47.67310675627656
7759,KJIDODJSB,346-441-5277,72.92052972913075 100.44650975868831
40529,OHYPX,904-255-6919,86.84859528100603 124.5193504771607
73299,OQCXTH,386-115-6459,-47.153241903979676 91.74193756086662
7763,IKONIPG,921-472-6488,89.8728760276189 161.9097061456529
73300,RSBGJBHU,245-428-6613,-47.68022457757255 173.80456022765588
7769,WHHYOGV,640-358-8544,61.22962568902187 137.84129277449205
40537,HCSYVQ,710-435-5649,50.555179018027985 160.87549581868535
7771,YAFXO,994-612-7057,39.71689444181479 84.19649695116279
73316,JPICKDGR,349-338-2670,-57.254673853148624 49.54109700827803
40549,XFGDDYOL,744-473-5138,52.84830257855688 139.81353686664696
40550,AIVPMWMQU,585-224-9750,-39.497897830281566 120.60461386813184
7783,IMYCSNAXU,419-269-9629,48.288950468557346 128.1670333047679
73323,KMTHYPNL,812-242-8203,87.04531937866386 45.151463302455184
73322,EYEGMXSMW,106-154-5269,4.25743471973945 49.643387598569504
73327,IQMXFIXUS,223-102-9726,-73.44654232282247 136.19767806248177
7790,QSYSIYSGW,112-693-6776,48.06302305177982 172.05691478886854
40560,NCLLF,840-368-4524,48.01232713955173 25.300341587184455
73328,KMASO,210-478-4298,-10.68083268643339 5.619915695074368
40561,YGFAN,356-199-1869,65.97244550807594 60.90428786988566
40562,JJBMK,517-364-3976,-27.597136451421036 84.05370947762586
7797,JNTNIQXLJ,219-665-4124,-32.14263511745882 69.00122805426331
40565,LVYTQ,538-299-7424,-78.58610536415421 136.9073738007569
40569,QFCNDYNAL,637-499-9490,-3.1470705613059096 54.88532598034891
73339,WQMLXXQ,580-340-7224,-67.77116651545646 120.43715434933715
40573,YGUDVIW,246-730-3258,-53.048734667664604 128.4035796997793
73345,VFHDMECH,873-522-4368,-72.75821090516412 158.59184240725972
40577,VEXSA,279-449-3512,26.423699363287042 97.11991344011038
73346,TWYVFJUAM,216-479-4032,-66.9628935363761 103.74806996208544
40583,NUEBJYDD,779-257-4510,-36.14701306771044 122.23849897647884
7816,PVIMYVWJ,772-232-6540,-38.451062367103006 153.8443905105313
7818,SWAVFFKH,899-582-4312,-47.131788956760815 36.96501931624041
7819,AYMUJE,686-630-5097,83.22826191097829 34.47408172905934
40587,GCOXDSPYD,802-473-4233,-68.10561053502857 142.22369213509788
7822,VIWCASSL,617-326-6459,-1.6398554955084848 151.31402033232726
40591,KBGTBOWLY,531-606-2925,85.5542647266762 67.29346540034483
7826,BYPFICHI,780-622-2027,-63.04772257537148 128.99062649097235
7829,AFPIDCUED,818-254-1983,-5.1590222777888215 133.97851627120943
40602,PTAGUY,245-185-2776,7.550390012290649 133.11372545090825
7836,GVJUD,583-731-1980,83.81821420476729 98.38618850449718
7838,AYIYOBEVQ,694-704-8922,3.9270027051191363 131.7453515560837
73375,KOKHJSO,570-255-3225,-57.60180700898286 88.24984715800494
40608,PDFCYXLF,532-544-1976,56.837035250496086 163.01285480754507
40609,PYAVOXY,128-492-6943,-52.301795853626786 177.004453658857
40611,UYBYIJ,175-360-3145,-3.062919966194599 147.92431343183
7844,XSYEVFDR,383-243-6174,-70.41727508839585 13.499632778103615
7845,RLPTHM,817-550-5042,19.524763785686176 7.699183407204248
40614,CMNPDHSUP,334-239-9017,-62.739044196146835 158.31787402132127
7847,NJGTUYM,678-488-3102,16.970403708849744 39.088184560201555
73391,YJETOIIN,950-728-7436,23.228432913796468 92.1547958584964
73392,JGQJHARQU,975-702-8767,42.58528154798665 22.223840374817588
7858,KUTMIF,803-602-3620,43.41669737620708 141.61396452254468
73394,CSCYA,457-189-8183,61.19910363787824 80.5167633508002
73397,DDQTT,461-333-2851,-54.85363807495165 20.070392126926677
40628,OMOGMFVJE,452-156-2238,78.90386700450685 47.99249653406346
73396,NXRWHIR,674-613-7981,40.366657980735766 148.96504594857694
40629,JVWKHMQ,593-218-8439,-18.73787742905995 13.250126633556219
7864,KTBMYXEDF,167-720-5091,64.70842402512761 13.006702427920812
7867,HKUGAU,323-361-5125,90.77471062598124 175.91598779261022
40635,TRKYMRDH,164-126-5719,-71.92220700718592 105.27825210700072
73404,APXEMWQ,479-625-8696,73.55637621838707 4.064597106527926
7871,VCEBBXH,772-394-3596,32.874218603709565 36.1710993375706
7872,AHUSDNEOO,428-544-1242,42.977180220875 32.58374818109265
40642,LKDKEM,665-420-1471,75.42913677952367 137.40445543026274
73410,WAVNUWXTV,850-414-7533,-5.506419428577317 12.871901311749037
73413,GFDHHGAK,500-444-3166,1.9306152895755417 12.125478345353526
40646,JWYMUY,896-352-9292,-64.98506368621244 170.57326524075924
7879,EMXLUKX,593-483-6980,57.92443035841407 169.23184613086542
73417,KTYBTTCPK,846-683-1548,73.9297100473895 85.27976488507738
7882,TKSSABSX,942-156-5026,8.463525008234356 6.60994724958804
73418,GPOCAP,175-537-2204,-13.649977994583011 139.25885204231105
7883,PGVLG,161-250-4241,-64.88453818765397 6.940005884658574
7885,GLEGSBOO,517-429-6418,-85.77580090279726 151.30222756270862
7888,MMFOY,582-109-9835,20.331460511225416 161.0836865533229
73424,WVYLQB,792-117-1068,47.71389869034715 165.73308203782358
73426,CNSTLUA,894-718-4248,-24.869264025080398 67.84019092857208
7892,HHHHJGD,198-468-2599,67.63582527445203 128.45792334175368
73428,OCGAGU,405-490-4116,-64.33958173022661 5.033656976041807
73430,UNAFTREC,299-373-7871,71.82748329361138 26.704039429988004
40665,SKABS,188-432-8135,-53.046090131114894 55.47766689758412
73435,ISFFRYH,485-299-1766,-39.98759606520574 86.74471751050591
73436,HJLOYF,310-648-1360,-46.87045312801107 84.35195493790954
40669,XTMXFY,388-705-9672,83.1122056017222 140.48181352242395
73441,APLJN,840-188-2294,51.34661985192511 168.92182781848183
7905,YMMBS,341-245-5134,-65.01876069206398 97.22881513595256
7907,TJYVKYDW,332-562-7255,-31.932770436302796 18.332674186878254
40676,LYYDNGLN,218-654-7939,-58.77585460521348 179.41739917518555
73446,KRAJB,543-262-6586,-4.439823939696339 67.41991326555271
7914,OXDFTDRXD,372-488-9128,-46.902576997269385 155.23678801491576
7915,FSKUYL,159-327-7217,-47.87297685334818 175.08891664443473
40685,KWFETUUH,292-646-9008,-37.50676036426148 141.4073441731322
73454,WJUNTCTLA,392-236-6214,2.230646266028785 87.84008980964022
7924,VEYMIB,269-220-6235,14.656974584226361 71.38868996713593
40694,BWAUKJD,958-191-4212,61.56304176611849 82.44087941661633
73467,JGRWHD,323-234-6091,69.59960728631432 176.32742834979882
7934,KFVWBUA,998-244-9195,-13.898096817454373 26.57968514315538
73471,OCTSAUDY,877-469-2169,-0.8681373104572714 173.9605982437207
7937,QOXNHYJ,522-346-7797,-11.625698027884226 130.57568936573392
40708,LDQGQ,127-297-8606,72.06905617633043 33.50862222413594
73476,AIKXJ,914-346-9550,55.47115868316175 73.86434505814339
7941,VUQOF,909-675-4727,-82.56601371961834 91.3148062200309
73485,CTHBCHO,606-602-6496,9.83753262732698 136.02982723045847
40719,XFKPVVJ,731-320-4130,-75.58026006886061 127.61863291819118
7952,NJUVANR,146-361-7822,-70.49854756862986 26.613905705662063
40721,GYNKTSY,607-489-3920,-10.534946642580849 168.38603616319367
73490,XQYAKTV,290-115-9557,83.19803751938969 146.79489225446008
7957,RJAQXLDDB,249-348-4534,-59.95794229651783 111.5622999472079
40726,TYXEYT,684-653-4603,-24.204258894216082 10.300766147676972
73496,YHRDX,428-517-4122,4.659456962710337 161.4618662265474
7961,VXXYV,800-261-6684,74.53809132514112 44.59751559737861
7965,RVPNUNLUY,227-649-1234,79.14377685160605 121.26414999876799
40734,APJQIOLY,226-714-5854,-79.12301575457117 12.476511824522662
7967,WHDAQPFJE,843-464-9128,2.4771923312054867 36.74570674733111
40738,HYVKL,519-736-8237,-87.9075877177925 156.65417753398043
73512,XHHINY,280-393-6708,8.342453778651318 128.44635036701828
7978,XGVRDBV,698-217-9262,19.46890391487503 100.89262384567289
40747,SHLWT,128-384-8052,11.053778813446186 141.44057529068192
7983,VBTGY,988-214-1135,-52.46974709950549 66.45171378984364
40756,JAWASSRG,825-271-5834,45.73715330350245 122.76539308404345
7989,SNBJS,361-661-5930,-79.27819252782206 167.39100449854294
73526,DJWDD,323-389-1450,66.46427493285691 52.34198259081614
73529,MYWDTYEE,218-589-3197,43.973656114632746 98.35431591596426
7992,EAXYMHFN,594-533-7222,73.5414999728986 88.92074267165013
73533,DQTXVKM,796-412-9577,-73.22189925742775 74.9901201691899
73535,FEGYLG,106-638-4511,-29.6916052979807 158.17818018101332
7999,YFSHXEUR,234-256-7795,-63.22864786926456 41.087777336749305
8001,WGNUGMKI,173-584-1596,61.610127764198864 56.59875663018818
8002,SQNDIGXYP,294-361-3610,-27.677993703488504 44.842563543053394
40770,EYWGKU,847-717-7719,-82.4262336380839 122.18607242339301
73543,JYIHN,606-668-4169,19.29789326506088 37.40178862523345
40775,CNBXBGNSL,522-371-3705,-82.55949100505116 3.365147998661101
8008,RXYGHGK,766-100-4838,25.007975233823274 78.9897513206323
40776,LYNNWIVYD,322-712-3185,-86.0156354060312 0.6610639584297914
73545,QVGRMQN,764-582-1552,-58.70248583506748 105.46103229143039
73547,VGPQPBMPR,574-633-6526,43.48221405453722 159.86930584552763
73549,RWHYOODF,974-537-1613,40.91237055466203 156.0896550636512
73553,EJUJRDRVY,986-459-1700,-70.70888713346214 64.46911966264948
40784,NXLBN,766-440-6134,54.54225402453034 51.765922442863406
40786,YYXBU,604-565-8794,45.8356650359502 139.97366885391597
40787,LXHTY,179-425-4991,7.402933444465532 86.54319644764144
8019,GBRKYMBRI,812-505-8998,63.21175574201894 121.75934454543983
8020,QFVXYN,681-514-2379,-74.17610303778432 132.65367352398678
8021,VSYHEVYX,451-484-9758,-38.32765007605842 69.67155281962327
40796,RMIOC,501-176-3556,-72.9294285545002 130.6952193705964
40797,THVSWADUY,912-177-5147,45.97697488076787 90.36532426243109
8031,NBTBHQL,345-473-5803,-52.45075305632287 151.68057451030964
40799,RFWJB,580-558-7727,-89.04140856560704 55.906598905965645
73566,NVFYMLWE,912-239-1370,3.6179784936429655 90.03574436415606
73568,OWVYPU,582-466-2832,-25.31021211699141 174.63353772204496
73571,HYECCB,417-718-4560,-5.541769964529635 155.43618917492128
40803,WGLSKVMSP,164-371-1585,-84.68512373071992 173.65721515419386
8039,SRSCN,289-650-9503,68.84965411265051 56.57732740378939
8044,CIALLTHAH,344-283-9088,68.95529405814764 132.66711617654443
40817,OVITMDMUS,270-215-9603,-19.765550393798478 143.5902981182506
8051,LMLKF,305-554-5651,43.09273504327754 117.89922529296808
40820,IDXBQ,446-606-2246,50.157822304665956 77.83425418697595
40824,OWTUBL,393-222-1381,-10.51223823966835 61.22322116608581
8060,CTAOOOVED,497-416-5932,-26.97238691060238 55.22332880130513
40828,IIXDF,498-584-3003,-0.9986959379587432 65.31004475195871
73598,AYKDCTGSX,272-691-5367,65.14878910956278 22.079420295512826
40836,EGBJLLFK,241-107-5577,-62.34789345443468 102.75234402676195
40841,DUSGNKBX,818-676-4265,-72.84254542324209 71.74109871310858
8077,HPBKUCLUN,682-427-8230,36.865482340560874 172.8276532138251
8079,HGAEJSBX,699-178-5186,42.30428387420022 68.80462156817215
73616,JBCAKBR,834-304-4773,7.146785805993687 144.31776292015059
8084,IFVEC,186-353-6925,38.518621752368404 54.924605775585704
73620,DNBDHBYA,507-566-3298,51.347829875727484 167.42765259287216
40855,TSKTDUNU,462-620-5740,78.82230297585122 122.56005790040766
40856,VDWYAK,498-241-7908,-84.71485300033014 80.38350459767507
40858,BJSCTLNXA,450-161-1943,61.45610154003492 60.91568437383833
8091,FORLSAGR,869-137-8764,84.71611381873319 164.7316622434206
8094,SLDQW,783-376-8767,77.03197811544982 113.59883278520417
8097,AYPXJQWKF,944-541-5576,19.58225917707763 170.7090374174055
73632,QUYNF,795-202-3332,-47.869316008915824 115.18930561737976
8098,DQCGMFND,112-727-6869,-81.011328513115 98.31039018272884
8102,AHRBYAQX,788-412-1876,-38.97297836120722 117.00221000656069
73641,JCLMWE,393-329-5424,45.60423930018359 164.83899293006922
8106,XBMGAJSU,190-366-6727,85.64400507091099 12.813257958410134
73645,CABPAVXH,491-463-8053,-5.960509882326733 73.79459302340506
8109,DUTYYANWI,995-318-2743,10.412272349897918 172.21147318179032
40877,WNTRUT,474-287-1905,-38.71284435106395 72.92621402531842
8110,LYWAGHLCL,907-432-7685,63.44272316237917 134.54605824612045
40878,EEJQOJC,158-104-8652,-35.50485331786903 25.157256657372013
40880,HFVLRUREU,597-217-5644,-11.692147530553527 92.14205381671627
73648,UHWDQP,934-654-8532,57.18246452022743 77.87639324114699
73660,VLQFAOUIC,720-440-5051,59.7713281391477 151.57382799455198
8126,CPDCXQVP,563-260-2752,-58.49444514024742 172.7802683741915
40894,RXHXGAYL,530-232-7353,-50.99448011250931 139.30583695203612
40897,CTYYW,711-694-1483,52.33608813678376 25.05256281651628
40898,LFAURMTC,244-220-5248,13.193114901591827 138.93691886380017
8135,WSMNCNWC,318-111-1195,-82.27941976985265 27.168832891061108
73672,IKSIQ,168-444-8083,44.92167107259547 52.61733029326052
73674,GCRCWOAS,715-570-5531,-13.241887103565787 57.027793140383544
40909,GCYWT,759-521-9362,-21.551110995298814 155.94708551417844
40913,PBYVJX,268-635-7475,-21.94540919490045 62.42695557093874
8146,MWUWQC,147-186-6659,-44.25840098507851 107.80952633774777
40916,BYDTLJWK,670-192-7328,-85.30985559419469 24.124270824001606
73687,MQMDBE,929-742-5926,-68.82710823169359 8.14598309035554
73689,FRQTARJUJ,125-471-9018,-37.929078305650336 92.85724395755237
73690,DDXLYPCU,256-642-1713,55.8994925821857 156.63522295599068
8157,QJKCCQI,267-452-3683,-16.872597732366117 52.727141369340366
73696,XABTPYDVR,110-721-2549,78.23549766491001 45.60576726675598
40930,QUETNMHPD,559-150-7332,4.068290012002279 15.298327978313662
73699,VDHQJ,884-194-4850,-34.21129250452317 56.279592832580036
40931,OXNPS,148-153-5016,-8.697499287447272 173.61132407148622
73698,LBQMEEIU,668-724-5315,56.73224015178292 96.62255388291044
40932,LTHBVSNTO,476-212-7232,-16.79876813282449 118.06315938377912
40933,OTDOO,423-515-8519,-48.653098160286234 58.659768572555436
8166,QAUPVRG,704-121-6050,-74.91198981846104 34.769623442890754
8167,RMKTA,847-296-8099,-25.1113850961395 16.103587573465354
8168,AUYRLFEWF,867-390-4313,-56.78343616807941 12.591497517452494
40938,KCLDFGY,161-286-9837,2.9104543856519314 136.53722443868304
73707,EWJOXVWXW,616-375-4962,-71.4751663940404 130.4803973909736
40945,MRTXMYFO,867-273-6605,-41.59969572981956 124.19881034233954
8178,WFMTX,932-395-4904,-33.36211725784214 176.17983254468638
40949,QYVJLOAUN,237-310-4376,-23.517191465235967 164.61878221034942
73716,YEBFR,355-389-8712,29.93335359023044 50.6030754201834
73719,ECYKSVBM,602-549-9455,-21.0217402266002 36.97768083429202
8187,DNDEDX,744-693-8213,24.480175000967094 3.4020518859219107
40961,UKCVFLQ,828-672-4591,62.811220848879145 23.071931776420236
8194,POPIVJOX,162-671-3903,-14.685495734574786 159.3397884385772
73731,MYKDVKIUE,889-713-8509,-22.881774209844536 47.20200942391862
73733,SBPUJVA,200-598-3341,5.826553285643527 65.08413739401193
40965,HJSCDWVH,360-125-9139,-10.083571136826905 3.1303465464012996
73732,DVKMBBCUO,303-346-8840,8.997666030982955 125.95142366834823
40967,SFXDQ,945-635-2464,-25.635784597665193 27.495569522150777
73741,FGHWKADY,485-408-9011,-4.150879645561787 28.94613024455668
73740,CNWHHNXC,302-194-4526,-65.03018441108433 129.71529642924682
40974,MOIECAKBI,815-715-7754,-51.257480578366255 83.16636219469746
73743,IGDHY,919-508-3720,-84.41450945974634 104.46126505438002
73742,DWVSULIYC,904-295-2561,11.106038539372832 31.274692884205283
40976,QDSNATPY,635-165-2375,12.662575964681992 138.24879935605477
73747,KYCSXTQ,846-244-7304,-62.248156027228084 98.27016545305051
40979,FQOLFYDF,655-564-1449,-67.96347360895842 157.54669137792163
73749,YEEQFEDTH,172-441-3459,75.19681406093301 121.23953602261932
40980,RDIUIYO,829-348-6732,-41.53860071965588 78.08423971854043
40985,FJYPJOHQR,158-368-3130,-9.697724397116076 22.114555845096017
40988,XYNOC,509-599-9228,-48.78042981889982 128.7087900281906
73757,NKYQSY,136-281-2969,-65.89219672238892 46.71696044830132
8221,JPBXEBW,927-103-5174,-53.60475029980919 112.2302798654226
8225,IQLYDBL,280-646-7665,34.95010413367062 16.533875521787152
73764,XCAONERY,350-525-2866,-22.180751316612202 97.17843321274862
73766,QPAJM,314-262-2822,-72.16996503492749 66.73386391584484
73769,NSDWFXA,795-268-3442,87.26770361873244 119.29381865115997
41003,RPBUIHLW,333-127-3466,-66.48090655029509 114.90739954054877
73770,JIOKNRB,229-510-5005,62.228811632959946 23.875715310234728
8235,GTQKPC,425-729-9459,55.08131932692953 81.89540759405044
73774,MAQUIYWD,101-541-8130,-0.5605322192532327 110.81778137396444
73781,OJGVRWCD,489-311-2360,-15.672611612952082 111.85573193715003
8244,DUXSGR,773-303-7679,-76.56249279327352 20.276696940148113
73780,EUOCKA,192-643-2853,-75.78531476175208 30.409693671019273
73785,BQCIBEYUR,350-700-8940,70.57551127657618 169.43955038828742
73795,LNPSQKTOQ,362-136-8285,-80.63947813056834 37.30956517207403
41027,QURIUY,610-133-7590,48.29862955142667 50.78243145414356
8260,TWSHAPH,607-323-3877,-24.35477973748749 17.572698502206944
41030,ANRODLS,903-187-6065,-79.99858218698435 106.545757346617
73798,GXHFJB,771-315-3786,61.34756615310516 67.43910835948395
73801,RTCSNY,546-159-3148,-19.552191313686862 13.891018066253098
8265,DIDRMU,242-375-6649,62.377286166867265 139.82676300101105
73803,WNTBKCSFE,503-165-6957,-66.43655603554919 169.34928816098935
41034,YFOKBSAYB,927-175-5861,25.947432259066403 37.18244720740092
41038,BYUBWM,403-111-5631,55.39098701713468 106.72346157615645
41039,VBSAMF,297-645-5820,27.46418852202102 9.755902189090818
8272,DYTAMK,484-250-9758,23.136856090707496 9.564236473158566
41041,WGHQHIKA,350-664-3104,-7.497591346794877 31.361139728638715
41042,MCOOBYB,827-220-3824,32.53168650178581 155.70417865032442
73810,APYMRSX,883-690-1866,84.48229064285135 24.631220771887097
8276,YBSKN,112-666-1527,-55.822988602053336 49.1046014330697
73812,CNSIL,155-485-9504,19.065879870989576 137.62128502856322
73817,EXFUDBSWK,239-247-1281,66.15711724006536 80.44684026196765
73816,KLBLNSUQU,657-267-5088,-61.64834280112767 131.3697411588585
8285,XQLKPIYV,878-314-4326,-61.042196971506144 11.482496591345887
8286,YPFYTX,137-653-6028,-18.338639350459758 23.68839215465836
41060,HOLVBYKQ,512-158-4227,90.65254677586475 83.14640239160997
73828,SPCNTFIC,794-482-8365,-26.914824054608715 31.01987820025309
73831,YJVQRSCJ,209-423-1069,-24.60806938972867 111.831702116422
8295,HKOOTYUU,647-599-1212,47.97977142961784 132.67430654229307
41066,OTHAFNELY,414-111-7800,75.4635901171902 106.02807797130856
73836,QCQSCLYQ,556-223-3988,-85.70171259316149 105.13688459114874
41070,MJIARMPLT,459-651-5398,59.57753928408283 126.73224488017524
73841,SLYMREQ,701-701-3505,11.97208404759293 0.42449002490338994
41075,EYFHHYB,927-675-2806,30.575868081996703 135.65403339803018
8308,MRTWDYI,752-733-7783,12.561280402980017 38.661516048686515
73844,WAQCHOMDQ,538-605-6181,-17.534215613170346 117.26190739899486
73848,HISNBSS,852-154-9749,24.044289102470998 104.14390520020964
41081,QBNRDDBW,150-103-2672,-44.46840177217324 82.13859361597282
73851,YIKKTJY,433-723-6785,64.92621177607816 123.16523886467512
8314,HHDAVFPJU,265-642-5939,-16.70616081363808 107.95033534003478
73850,RXBHO,518-104-8151,47.81177201283322 121.78983113744908
73853,QEQTNFPXY,237-460-4431,-29.747349067798183 178.57275662455865
41087,QFJLLCACW,647-324-3216,-36.789523013980535 133.57520061983487
73857,ERHDYOV,224-442-4631,56.677871829276256 51.561618957045255
8322,LJVOMRVQ,946-742-2924,-55.379900854695734 101.96985177735844
8326,THSYVP,715-218-6849,6.189568802560387 176.20872993846683
8327,RKXJH,928-469-7698,72.86907509736844 128.74230689018452
73869,QBBYQKEV,315-221-3113,19.510526428579922 6.881032999633359
41103,VAXRQY,477-536-2911,-39.710740775799735 48.33331029601016
8339,DUSBYGAMJ,357-581-3755,-70.43385193810958 0.20538020962440318
41109,FAISF,618-507-3023,-27.46242000873894 150.4656449601661
8342,SPYGWHP,903-593-9593,-34.94257229024247 139.93183878000474
8343,OSFNLN,166-355-8636,-14.211629156146685 164.69453416632516
73881,EHMYNTV,795-329-3004,-72.26097520190935 50.985266732314955
73880,EBNIF,206-573-9016,-78.42214541667907 3.8365528706932572
73883,KBYSCSCB,697-231-5257,52.897283250257715 23.297785741608827
73882,LFDNY,959-350-5363,-9.20208117551772 70.37606620049742
8347,IECYLBUVF,845-705-2605,-51.058115048464785 105.50411363033626
8351,TDWNHXRQ,551-589-9550,56.208556291499406 166.01560313637526
8352,EGTWM,170-160-8836,76.60005553150768 11.477228350735324
73893,OPWAFWRJK,632-393-7037,-88.63347381255902 46.510226535479774
8356,BQEYF,951-448-7540,-73.06625232834833 161.9834844976681
8357,YEYGK,812-735-8117,-37.947552390413975 28.805806202877164
73895,KBHFXRW,873-283-5646,20.287768398587417 94.44453746069249
73899,FUYUYYB,959-219-8610,33.119309656607115 179.28726916442264
8363,GUJQGRP,483-401-1467,33.32094496265201 100.90739966439808
8366,MXAQIRCG,502-486-4395,49.1825236193032 42.635280053231966
8368,UUCKHEM,165-480-2270,-35.527511077018644 2.8446747701864847
73910,UOYYWYVS,497-527-1460,60.72482411318833 8.38839729123626
41144,ECSLC,570-151-2319,64.5722189295696 148.33375290966873
41145,SJAQCHP,792-680-5994,46.99906334703286 75.81270047395118
8378,ASJBR,201-535-4696,-81.18401681566033 39.496600085646406
73915,WWRBSGFQ,219-404-3437,-3.4223466494057675 67.0919510077068
8379,BTCKBBKS,597-582-4602,11.99657168173789 9.821244867956475
41149,UWDPEKOY,829-561-5191,-63.48048704065341 104.168790526745
73919,YABBAAHA,164-430-2515,23.705604497882902 166.131421814323
8382,NEATDFCEF,610-282-4197,23.903678179197627 48.791038313111656
8383,CDTQEJFLL,868-304-4357,-73.79666898992855 18.522642751017678
73925,DJUYCW,664-335-1300,-5.086626217412984 160.4471408112623
8389,RSHHORKP,462-267-6261,-21.209059076960685 168.5409860204514
73928,JLLENDFI,966-738-7483,73.74503742242567 144.9108488052349
73930,MPJGSOUF,937-110-7838,-52.18600188102467 84.24513622546156
41168,MTCSDRLE,250-687-8606,-69.6359928136632 138.05764199009795
8400,IITXDMGXL,845-656-1696,40.87573338052047 148.5626944499034
73936,CEXLYSQ,608-201-3977,-18.468199282991094 17.464030295690524
73939,TVKTWA,351-392-6848,-26.554609574217885 58.528584234178396
8402,SXWJNXCQ,325-202-8024,26.589460539713386 89.0557982360413
8403,PGYLG,963-605-6267,5.809619533081488 93.57635878569197
8405,PXUMYYCD,258-194-2000,-82.80255717064185 50.73228002237315
41174,WHXQCYY,598-408-6480,-80.7663826111147 108.04243204146854
41176,WPHGK,590-131-4397,21.60430314796639 72.46123948380065
8411,IRYGN,328-280-7757,55.27423768260738 34.43887479697794
8414,PKLBKLE,455-443-5525,-86.95492228408122 159.8125455460502
73950,ARIGXKJU,488-694-9199,-39.58158818264565 95.85204878778323
73952,BIBXUTRFH,840-332-3460,-2.44546542689244 102.27864585541897
41186,UVVXJQKS,920-519-2483,-26.391820240426796 176.03244947341213
8418,BSLXD,997-344-7107,73.82153529669662 167.01605578022455
73959,RYOOGHA,717-605-6330,-10.242619754253496 92.35532821601147
73961,FIMVFIMN,200-464-9025,1.7075933541480026 65.83444664393355
73960,WKFNIRA,446-487-6359,-17.93460896039143 67.85222549244092
8425,QKKKE,876-183-2704,21.70628097501296 10.358470705430017
41193,PQHHLUAY,290-136-8657,-64.2103469783068 19.94025835290613
73962,LHRMN,850-213-8231,50.92944896592229 71.29250857305
41195,ILTXR,881-731-4932,-32.84852265644331 90.3090320657443
8429,MXYYU,486-247-6140,-24.827762052754025 84.62944438761802
41202,XUXWDVO,260-561-9933,-87.78148747591811 100.66431764168935
8435,PQAAITP,200-621-8362,45.23088189971435 99.46214470061625
41204,NIJLP,325-468-5727,78.93251870431445 70.67309976965838
8440,SYDLOMH,583-219-4914,-67.07448092160811 69.7798669263615
73976,SXKLYJ,580-397-4246,-61.06751309781336 20.50642353775727
73979,KIGQVUMUT,682-524-9796,66.21495763010086 52.2616708206626
8443,MWTIERFE,670-142-9313,-71.53914569749148 23.834431994763868
41219,IJGDYQ,818-343-1354,-4.618905326673897 76.61511096930181
73991,YNJVYYOKG,758-471-8795,-74.56550280654594 17.992224984324206
41222,KTRKFCWOB,477-707-9496,-47.49234224705671 68.45085556589969
41224,OLUVYHWJY,304-559-6078,-6.287569088481334 94.30573130447212
41225,BEOYA,941-185-1710,14.381477090126907 21.032466156703617
41226,GSVWPPD,677-329-8365,-71.30148580646929 91.24354164756659
73995,QIRWGOWN,794-678-2622,-14.496176251441156 117.49548432266486
41230,YDNFERP,719-625-4315,19.680199882229303 79.14355041235322
74003,NYYTTYC,651-483-6206,65.11538514325323 61.29115860596389
8466,SLXMBUY,885-431-3579,18.72333586167518 78.75271570556028
41236,WXKSXP,336-245-6289,39.01033754690377 99.67736832610274
74005,OYSVY,709-364-7667,-77.48187071452574 42.7135269599402
8470,BOGTIHNOA,108-486-9750,21.443459803053585 91.05316981670644
74007,KGMDPSEGK,184-617-1590,35.302961863467246 156.43267232779576
41239,UPMJPIJPG,744-603-6806,21.618633663820503 96.81303657878689
74006,WPJHBQI,728-342-4021,64.88031759111075 140.47543248973292
41240,OYSCXFJD,421-400-1278,0.08806830992701009 127.1831401762362
41241,OKQYWR,170-593-6965,-73.21689543946235 71.7434074401371
8474,BPUKWBQP,283-598-6177,-39.11147492694911 101.1944190351316
41244,KPSKDMJ,995-673-6810,-13.150193481546012 167.21388265814005
74013,WMDQY,775-551-5497,45.39419134197365 37.54564291940412
8477,UBPYVPD,253-438-6731,-41.176607386018986 5.945805447861041
74017,OQGWPYYY,286-486-9111,-66.32456376548816 43.61481668266967
41249,NXVOOB,632-732-1519,-28.898454276867774 114.39037030677318
74016,XONTU,883-387-6510,5.618469462553108 176.28814473942413
8483,WNSYDSKW,509-538-4759,-54.56522720270157 27.78343403822215
